date,temp,humidity,rainfall
2024-09-30 10:33:03.877564,21.104494877215767,57.76145432657968,123.20404733286857
2024-10-31 10:33:03.877564,27.51021694668556,41.377366659757456,169.83310132848206
2024-11-30 10:33:03.877564,23.5886135473797,56.38370813165927,198.6821667417116
2024-12-31 10:33:03.877564,21.03541999465246,67.47268312443536,49.917376494036525
2025-01-31 10:33:03.877564,20.695558663183977,66.7308311514553,201.60047516375872
2025-02-28 10:33:03.877564,25.705394441404124,84.1831913019943,119.2417584181224
2025-03-31 10:33:03.877564,20.757590275827255,40.868022969138174,92.17040770858786
2025-04-30 10:33:03.877564,31.782629677118546,72.20308671287236,282.9737261513633
2025-05-31 10:33:03.877564,32.10758584361067,78.92099364055986,195.2964114340054
2025-06-30 10:33:03.877564,26.191046756415076,80.93598041264495,93.67757278957166
2025-07-31 10:33:03.877564,29.76341381880993,58.44327459606998,22.37170623894683
2025-08-31 10:33:03.877564,26.523557769556966,84.27633219484588,250.52419575968625
